instance_id,instance_size,min_span_tree_weight,algorithm_id,tour_length,runtime
180,7,1720.7101786044734,0,2323.81246971431,0.11999998241662979
181,7,1568.9836979833706,0,2411.2555789467838,0.11999998241662979
183,7,1284.6401186573423,0,1996.8263633776978,0.11999998241662979
184,7,1174.0137021737762,0,1642.3856426738357,0.11999998241662979
188,7,1541.5702459912486,0,2476.9558394950914,0.11999998241662979
191,7,1352.0193047209962,0,2233.1352532392507,0.11999998241662979
195,7,1779.8753610746985,0,2511.897438867044,0.11999998241662979
195,7,1779.8753610746985,1,2511.8974388670413,0.11999998241662979
199,7,1735.686276398854,3,2867.6709580441993,0.11999998241662979
194,7,1664.0905899400511,2,2461.428605384459,0.1150001771748066
196,7,1454.0446316671364,1,2447.8580051958256,0.1150001771748066
185,7,1777.2611613232084,0,2642.292107306176,0.11499971151351929
199,7,1735.686276398854,0,2857.9762129704573,0.11499971151351929
181,7,1568.9836979833706,1,2411.2555789467833,0.10999990627169609
189,7,2160.5625850269807,1,2956.7874640255445,0.10999990627169609
190,7,1002.4523000206013,2,1829.357183079103,0.10999990627169609
152,7,1962.5290546437082,0,3125.2227254103677,0.1050001010298729
154,7,1698.0313998158506,0,2648.7418860609982,0.1050001010298729
156,7,1443.3536389049227,0,2181.6782741269635,0.1050001010298729
158,7,1934.8402836112182,0,2827.923530368108,0.1050001010298729
159,7,1663.0104287094925,0,2211.756038110404,0.1050001010298729
160,7,1612.7594139056976,4,2907.765591497141,0.1050001010298729
163,7,1422.1615338690365,4,1909.2118392790628,0.1050001010298729
164,7,1575.9675831234624,0,2490.932197463034,0.1050001010298729
165,7,1849.3235423817273,0,2289.4798843722087,0.1050001010298729
